"","unitid","year","fips","student_faculty_ratio"
"1061",153542,2018,19,8
"1062",153588,2018,19,8
"1063",153597,2018,19,5
"1064",153603,2018,19,19
"1065",153621,2018,19,10
"1066",153630,2018,19,18
"1067",153658,2018,19,16
"1068",153737,2018,19,19
"1069",153746,2018,19,4
"1070",153764,2018,19,12
"1071",153773,2018,19,7
"1072",153782,2018,19,8
"1073",153825,2018,19,13
"1074",153834,2018,19,11
"1075",153861,2018,19,10
"1076",153922,2018,19,19
"1077",153977,2018,19,8
"1078",154004,2018,19,13
"1079",154013,2018,19,15
"1080",154022,2018,6,14
"1081",154059,2018,19,22
"1082",154095,2018,19,18
"1083",154101,2018,19,10
"1084",154110,2018,19,13
"1085",154129,2018,19,12
"1086",154165,2018,19,5
"1087",154174,2018,19,1
"1088",154208,2018,19,15
"1089",154235,2018,19,11
"1090",154262,2018,19,6
"1091",154332,2018,19,12
"1092",154341,2018,19,8
"1093",154350,2018,19,11
"1094",154378,2018,19,16
"1095",154396,2018,19,15
"1096",154448,2018,19,11
"1097",154457,2018,19,6
"1098",154466,2018,19,12
"1099",154493,2018,19,13
"1100",154518,2018,19,23
"1101",154527,2018,19,11
"1102",154545,2018,19,17
"1103",154572,2018,19,16
"1104",154590,2018,19,16
"1105",154642,2018,20,22
"1106",154688,2018,20,9
"1107",154697,2018,20,17
"1108",154712,2018,20,13
"1109",154721,2018,20,16
"1110",154749,2018,20,9
"1111",154800,2018,20,19
"1112",154855,2018,20,17
"1113",154907,2018,20,11
"1114",154925,2018,20,26
"1115",154934,2018,20,18
"1116",154952,2018,20,18
"1117",154998,2018,20,15
"1118",155007,2018,20,11
"1119",155025,2018,20,17
"1120",155052,2018,20,14
"1121",155061,2018,20,18
"1122",155070,2018,20,10
"1123",155089,2018,20,11
"1124",155098,2018,20,22
"1125",155104,2018,20,16
"1126",155140,2018,20,21
"1127",155159,2018,20,10
"1128",155177,2018,20,10
"1129",155186,2018,20,21
"1130",155195,2018,20,18
"1131",155201,2018,20,15
"1132",155210,2018,20,20
"1133",155283,2018,29,34
"1134",155292,2018,20,13
"1135",155308,2018,20,11
"1136",155317,2018,20,17
"1137",155335,2018,20,11
"1138",155353,2018,20,10
"1139",155399,2018,20,18
"1140",155414,2018,20,10
"1141",155423,2018,20,17
"1142",155450,2018,20,15
"1143",155487,2018,20,14
"1144",155496,2018,20,12
"1145",155511,2018,20,13
"1146",155520,2018,20,9
"1147",155566,2018,20,12
"1148",155593,2018,20,10
"1149",155618,2018,20,12
"1150",155627,2018,20,12
"1151",155636,2018,20,7
"1152",155681,2018,20,17
"1153",155715,2018,20,13
"1154",155812,2018,20,11
"1155",155830,2018,20,12
"1156",155858,2018,20,15
"1157",155900,2018,20,10
"1158",155937,2018,20,10
"1159",155973,2018,20,10
"1160",156082,2018,20,12
"1161",156107,2018,20,14
"1162",156125,2018,20,19
"1163",156134,2018,20,22
"1164",156189,2018,21,17
"1165",156213,2018,21,12
"1166",156231,2018,21,17
"1167",156277,2018,21,12
"1168",156286,2018,21,11
"1169",156295,2018,21,10
"1170",156310,2018,21,7
"1171",156338,2018,21,20
"1172",156356,2018,21,13
"1173",156365,2018,21,13
"1174",156392,2018,21,19
"1175",156408,2018,21,11
"1176",156417,2018,21,10
"1177",156426,2018,21,20
"1178",156471,2018,21,18
"1179",156541,2018,21,15
"1180",156620,2018,21,15
"1181",156648,2018,21,22
"1182",156745,2018,21,11
"1183",156754,2018,21,15
"1184",156790,2018,21,17
"1185",156842,2018,21,17
"1186",156851,2018,21,15
"1187",156860,2018,21,20
"1188",156921,2018,21,21
"1189",156967,2018,21,20
"1190",157021,2018,21,11
"1191",157030,2018,21,12
"1192",157058,2018,21,12
"1193",157076,2018,21,13
"1194",157085,2018,21,16
"1195",157100,2018,21,10
"1196",157216,2018,21,15
"1197",157289,2018,21,14
"1198",157304,2018,21,17
"1199",157331,2018,21,22
"1200",157377,2018,21,21
"1201",157386,2018,21,18
"1202",157401,2018,21,15
"1203",157438,2018,21,16
"1204",157447,2018,21,19
"1205",157483,2018,21,18
"1206",157535,2018,21,14
"1207",157553,2018,21,21
"1208",157614,2018,21,20
"1209",157650,2018,21,17
"1210",157669,2018,21,18
"1211",157678,2018,21,25
"1212",157711,2018,21,21
"1213",157739,2018,21,20
"1214",157748,2018,21,14
"1215",157757,2018,21,11
"1216",157793,2018,21,13
"1217",157809,2018,21,16
"1218",157818,2018,21,11
"1219",157827,2018,21,20
"1220",157863,2018,21,14
"1221",157951,2018,21,18
"1222",158088,2018,22,26
"1223",158246,2018,22,9
"1224",158325,2018,22,10
"1225",158343,2018,22,10
"1226",158431,2018,22,25
"1227",158477,2018,22,9
"1228",158538,2018,22,20
"1229",158617,2018,22,20
"1230",158644,2018,22,9
"1231",158662,2018,22,18
"1232",158778,2018,22,9
"1233",158787,2018,22,15
"1234",158802,2018,22,14
"1235",158884,2018,22,20
"1236",159009,2018,22,24
"1237",159027,2018,22,11
"1238",159197,2018,22,15
"1239",159328,2018,22,18
"1240",159373,2018,22,3
"1241",159382,2018,22,19
"1242",159391,2018,22,20
"1243",159407,2018,22,20
"1244",159416,2018,22,29
"1245",159513,2018,22,15
"1246",159522,2018,22,15
"1247",159531,2018,22,9
"1248",159568,2018,22,11
"1249",159601,2018,22,3
"1250",159647,2018,22,23
"1251",159656,2018,22,12
"1252",159717,2018,22,20
"1253",159939,2018,22,19
"1254",159948,2018,22,8
"1255",159966,2018,22,19
"1256",159993,2018,22,20
"1257",160010,2018,22,12
"1258",160038,2018,22,19
"1259",160065,2018,22,10
"1260",160074,2018,22,8
"1261",160117,2018,22,19
"1262",160126,2018,22,11
"1263",160199,2018,22,13
"1264",160320,2018,22,15
"1265",160409,2018,22,8
"1266",160445,2018,22,12
"1267",160472,2018,22,25
"1268",160481,2018,22,23
"1269",160524,2018,22,16
"1270",160579,2018,22,20
"1271",160597,2018,22,20
"1272",160612,2018,22,20
"1273",160621,2018,22,24
"1274",160630,2018,22,18
"1275",160649,2018,22,21
"1276",160658,2018,22,19
"1277",160667,2018,22,26
"1278",160755,2018,22,8
"1279",160904,2018,22,15
"1280",160940,2018,23,20
"1281",160959,2018,23,9
"1282",160977,2018,23,10
"1283",160995,2018,23,15
"1284",161004,2018,23,9
"1285",161022,2018,23,6
"1286",161077,2018,23,17
"1287",161086,2018,23,10
"1288",161138,2018,23,14
"1289",161192,2018,23,16
"1290",161208,2018,23,8
"1291",161217,2018,23,16
"1292",161226,2018,23,12
"1293",161235,2018,23,14
"1294",161244,2018,23,11
"1295",161253,2018,23,15
"1296",161299,2018,23,11
"1297",161341,2018,23,13
"1298",161457,2018,23,13
"1299",161484,2018,23,12
"1300",161493,2018,23,18
"1301",161509,2018,23,8
"1302",161518,2018,23,13
"1303",161527,2018,23,14
"1304",161545,2018,23,17
"1305",161554,2018,23,13
"1306",161563,2018,23,23
"1307",161572,2018,23,15
"1308",161581,2018,23,13
"1309",161688,2018,24,13
"1310",161767,2018,24,17
"1311",161800,2018,24,20
"1312",161855,2018,24,25
"1313",161864,2018,24,17
"1314",161873,2018,24,14
"1315",162007,2018,24,16
"1316",162061,2018,24,12
"1317",162104,2018,24,11
"1318",162122,2018,24,18
"1319",162168,2018,24,17
"1320",162210,2018,24,10
"1321",162283,2018,24,13
"1322",162335,2018,24,13
"1323",162371,2018,24,17
"1324",162557,2018,24,16
"1325",162584,2018,24,15
"1326",162609,2018,24,15
"1327",162654,2018,24,10
"1328",162681,2018,24,20
"1329",162690,2018,24,18
"1330",162706,2018,24,19
"1331",162760,2018,24,10
"1332",162779,2018,24,14
"1333",162830,2018,24,15
"1334",162928,2018,24,7
"1335",163028,2018,24,22
"1336",163046,2018,24,12
"1337",163204,2018,24,19
"1338",163259,2018,24,7
"1339",163268,2018,24,19
"1340",163286,2018,24,18
"1341",163295,2018,24,9
"1342",163338,2018,24,12
"1343",163347,2018,24,37
"1344",163408,2018,24,20
"1345",163426,2018,24,18
"1346",163453,2018,24,13
"1347",163462,2018,24,13
"1348",163532,2018,24,17
"1349",163541,2018,24,25
"1350",163578,2018,24,10
"1351",163657,2018,24,16
"1352",163754,2018,24,9
"1353",163815,2018,24,25
"1354",163851,2018,24,15
"1355",163912,2018,24,9
"1356",163976,2018,24,7
"1357",164076,2018,24,17
"1358",164155,2018,24,8
"1359",164173,2018,24,14
"1360",164216,2018,24,10
"1361",164270,2018,24,11
"1362",164313,2018,24,15
"1363",164368,2018,25,14
"1364",164438,2018,25,13
"1365",164447,2018,25,16
"1366",164465,2018,25,7
"1367",164492,2018,25,12
"1368",164535,2018,25,10
"1369",164562,2018,25,11
"1370",164580,2018,25,14
"1371",164599,2018,25,7
"1372",164614,2018,25,7
"1373",164632,2018,25,12
"1374",164641,2018,25,12
"1375",164678,2018,25,15
"1376",164720,2018,25,16
"1377",164739,2018,25,11
"1378",164748,2018,25,10
"1379",164775,2018,25,10
"1380",164845,2018,25,17
"1381",164872,2018,25,3
"1382",164924,2018,25,13
"1383",164988,2018,25,10
"1384",165015,2018,25,10
"1385",165024,2018,25,19
"1386",165033,2018,25,15
"1387",165060,2018,25,18
"1388",165112,2018,25,25
"1389",165167,2018,25,11
"1390",165194,2018,25,11
"1391",165255,2018,25,12
"1392",165264,2018,25,8
"1393",165334,2018,25,10
"1394",165529,2018,25,12
"1395",165556,2018,25,29
"1396",165574,2018,25,17
"1397",165608,2018,25,8
"1398",165635,2018,25,33
"1399",165644,2018,25,10
"1400",165662,2018,25,15
"1401",165671,2018,25,13
"1402",165699,2018,25,14
"1403",165750,2018,25,9
"1404",165802,2018,25,16
"1405",165820,2018,25,14
"1406",165866,2018,25,14
"1407",165884,2018,25,10
"1408",165936,2018,25,11
"1409",165981,2018,25,12
"1410",166018,2018,25,10
"1411",166027,2018,25,7
"1412",166045,2018,25,1
"1413",166054,2018,25,8
"1414",166124,2018,25,10
"1415",166133,2018,25,15
"1416",166391,2018,25,13
"1417",166407,2018,25,6
"1418",166452,2018,25,10
"1419",166489,2018,25,6
"1420",166498,2018,25,15
"1421",166513,2018,25,17
"1422",166629,2018,25,17
"1423",166638,2018,25,16
"1424",166647,2018,25,15
"1425",166656,2018,25,16
"1426",166674,2018,25,10
"1427",166683,2018,25,3
"1428",166692,2018,25,16
"1429",166717,2018,25,7
"1430",166805,2018,25,11
"1431",166823,2018,25,17
"1432",166850,2018,25,14
"1433",166869,2018,25,10
"1434",166887,2018,25,18
"1435",166911,2018,25,12
"1436",166939,2018,25,9
"1437",166957,2018,25,10
"1438",167039,2018,25,9
"1439",167057,2018,25,5
"1440",167224,2018,25,4
"1441",167251,2018,25,13
"1442",167260,2018,25,17
"1443",167288,2018,25,11
"1444",167297,2018,25,10
"1445",167312,2018,25,14
"1446",167358,2018,25,14
"1447",167376,2018,25,20
"1448",167394,2018,25,11
"1449",167455,2018,25,15
"1450",167525,2018,25,20
"1451",167534,2018,25,15
"1452",167598,2018,25,9
"1453",167631,2018,25,15
"1454",167677,2018,25,6
"1455",167729,2018,25,14
"1456",167738,2018,25,10
"1457",167783,2018,25,6
"1458",167792,2018,25,6
"1459",167835,2018,25,9
"1460",167871,2018,25,6
"1461",167899,2018,25,12
"1462",167905,2018,25,13
"1463",167987,2018,25,16
"1464",167996,2018,25,12
"1465",168005,2018,25,15
"1466",168032,2018,25,18
"1467",168148,2018,25,9
"1468",168218,2018,25,8
"1469",168227,2018,25,18
"1470",168254,2018,25,13
"1471",168263,2018,25,16
"1472",168281,2018,25,11
"1473",168342,2018,25,6
"1474",168421,2018,25,13
"1475",168430,2018,25,17
"1476",168528,2018,26,14
"1477",168546,2018,26,11
"1478",168555,2018,26,11
"1479",168573,2018,26,25
"1480",168591,2018,26,12
"1481",168607,2018,26,14
"1482",168740,2018,26,10
"1483",168786,2018,26,11
"1484",168847,2018,26,8
"1485",168883,2018,26,16
"1486",168892,2018,26,12
"1487",169080,2018,26,12
"1488",169187,2018,26,8
"1489",169248,2018,26,20
"1490",169275,2018,26,18
"1491",169284,2018,26,18
"1492",169327,2018,26,15
"1493",169363,2018,26,11
"1494",169442,2018,26,10
"1495",169479,2018,26,15
"1496",169503,2018,26,20
"1497",169521,2018,26,15
"1498",169576,2018,26,17
"1499",169655,2018,26,16
"1500",169716,2018,26,11
"1501",169734,2018,26,18
"1502",169761,2018,26,31
"1503",169798,2018,26,14
"1504",169813,2018,26,9
"1505",169910,2018,26,16
"1506",169947,2018,26,11
"1507",169974,2018,26,22
"1508",169983,2018,26,15
"1509",169992,2018,26,12
"1510",170000,2018,26,18
"1511",170037,2018,26,15
"1512",170055,2018,26,20
"1513",170082,2018,26,16
"1514",170091,2018,26,9
"1515",170240,2018,26,20
"1516",170286,2018,26,9
"1517",170301,2018,26,11
"1518",170444,2018,26,17
"1519",170532,2018,26,13
"1520",170541,2018,26,16
"1521",170550,2018,26,14
"1522",170587,2018,26,15
"1523",170611,2018,26,16
"1524",170620,2018,26,14
"1525",170639,2018,26,16
"1526",170657,2018,26,11
"1527",170675,2018,26,11
"1528",170736,2018,26,20
"1529",170790,2018,26,25
"1530",170806,2018,26,12
"1531",170967,2018,26,12
"1532",170976,2018,26,11
"1533",171012,2018,26,36
"1534",171100,2018,26,16
"1535",171128,2018,26,13
"1536",171137,2018,26,17
"1537",171146,2018,26,12
"1538",171155,2018,26,25
"1539",171225,2018,26,14
"1540",171234,2018,26,14
"1541",171304,2018,26,19
"1542",171395,2018,26,16
"1543",171456,2018,26,20
"1544",171483,2018,26,15
"1545",171492,2018,26,10
"1546",171535,2018,26,21
"1547",171571,2018,26,20
"1548",171599,2018,26,15
"1549",171775,2018,26,10
"1550",171881,2018,26,11
"1551",171988,2018,26,21
"1552",171997,2018,26,20
"1553",172015,2018,26,12
"1554",172033,2018,26,8
"1555",172051,2018,26,17
"1556",172200,2018,26,22
"1557",172264,2018,26,12
"1558",172291,2018,26,18
"1559",172307,2018,26,15
"1560",172325,2018,26,11
"1561",172334,2018,26,11
"1562",172422,2018,26,10
"1563",172440,2018,26,9
"1564",172495,2018,26,15
"1565",172608,2018,26,12
"1566",172617,2018,26,18
"1567",172635,2018,26,25
"1568",172644,2018,26,14
"1569",172671,2018,26,13
"1570",172680,2018,26,12
"1571",172699,2018,26,16
"1572",172802,2018,26,7
"1573",172866,2018,27,10
"1574",172918,2018,27,22
"1575",172927,2018,27,9
"1576",172954,2018,27,17
"1577",172963,2018,27,28
"1578",173045,2018,27,12
"1579",173063,2018,27,19
"1580",173115,2018,27,21
"1581",173124,2018,27,21
"1582",173142,2018,27,12
"1583",173160,2018,27,12
"1584",173203,2018,27,18
"1585",173258,2018,27,9
"1586",173300,2018,27,12
"1587",173328,2018,27,18
"1588",173416,2018,27,21
"1589",173452,2018,27,12
"1590",173461,2018,27,21
"1591",173470,2018,27,12
"1592",173559,2018,27,18
"1593",173638,2018,27,18
"1594",173647,2018,27,11
"1595",173665,2018,27,12
"1596",173708,2018,27,21
"1597",173735,2018,27,16
"1598",173744,2018,27,16
"1599",173799,2018,27,23
"1600",173805,2018,27,19
"1601",173902,2018,27,10
"1602",173911,2018,27,16
"1603",173920,2018,27,22
"1604",173957,2018,27,8
"1605",173993,2018,27,22
"1606",174020,2018,27,16
"1607",174066,2018,27,17
"1608",174075,2018,27,16
"1609",174118,2018,27,30
"1610",174127,2018,27,11
"1611",174136,2018,27,23
"1612",174154,2018,27,12
"1613",174190,2018,27,14
"1614",174233,2018,27,18
"1615",174251,2018,27,11
"1616",174321,2018,27,16
"1617",174358,2018,27,19
"1618",174376,2018,27,24
"1619",174385,2018,27,2
"1620",174428,2018,27,26
"1621",174437,2018,27,17
"1622",174473,2018,27,18
"1623",174491,2018,27,16
"1624",174507,2018,27,12
"1625",174525,2018,27,9
"1626",174570,2018,27,20
"1627",174604,2018,27,18
"1628",174738,2018,27,22
"1629",174747,2018,27,12
"1630",174756,2018,27,23
"1631",174783,2018,27,20
"1632",174792,2018,27,12
"1633",174817,2018,27,18
"1634",174844,2018,27,12
"1635",174862,2018,27,18
"1636",174899,2018,27,13
"1637",174914,2018,27,14
"1638",174978,2018,27,20
"1639",175005,2018,27,10
"1640",175014,2018,27,17
"1641",175041,2018,27,24
"1642",175078,2018,27,15
"1643",175120,2018,27,18
"1644",175157,2018,27,25
"1645",175227,2018,27,11
"1646",175236,2018,27,19
"1647",175263,2018,27,16
"1648",175272,2018,27,18
"1649",175315,2018,27,24
"1650",175342,2018,28,18
"1651",175421,2018,28,10
"1652",175430,2018,28,14
"1653",175494,2018,28,16
"1654",175519,2018,28,16
"1655",175528,2018,28,10
"1656",175573,2018,28,20
"1657",175607,2018,28,15
"1658",175616,2018,28,12
"1659",175643,2018,28,20
"1660",175652,2018,28,19
"1661",175698,2018,28,10
"1662",175722,2018,28,10
"1663",175786,2018,28,17
"1664",175810,2018,28,18
"1665",175829,2018,28,19
"1666",175856,2018,28,15
"1667",175883,2018,28,25
"1668",175935,2018,28,16
"1669",175980,2018,28,9
"1670",176008,2018,28,18
"1671",176017,2018,28,17
"1672",176035,2018,28,13
"1673",176044,2018,28,13
"1674",176053,2018,28,15
"1675",176062,2018,28,27
"1676",176071,2018,28,22
"1677",176080,2018,28,17
"1678",176169,2018,28,22
"1679",176178,2018,28,22
"1680",176239,2018,28,18
"1681",176318,2018,28,19
"1682",176336,2018,28,5
"1683",176354,2018,28,24
"1684",176372,2018,28,17
"1685",176390,2018,28,13
"1686",176406,2018,28,11
"1687",176479,2018,28,14
"1688",176628,2018,29,12
"1689",176664,2018,29,12
"1690",176716,2018,29,25
"1691",176770,2018,29,9
"1692",176789,2018,29,12
"1693",176798,2018,29,11
"1694",176910,2018,29,12
"1695",176947,2018,29,12
"1696",176965,2018,29,17
"1697",176983,2018,29,3
"1698",177038,2018,20,7
"1699",177056,2018,29,6
"1700",177065,2018,29,25
"1701",177083,2018,29,5
"1702",177117,2018,29,6
"1703",177135,2018,29,13
"1704",177144,2018,29,14
"1705",177214,2018,29,11
"1706",177250,2018,29,16
"1707",177287,2018,29,16
"1708",177302,2018,29,10
"1709",177339,2018,29,15
"1710",177418,2018,29,10
"1711",177436,2018,29,11
"1712",177472,2018,29,15
"1713",177542,2018,29,12
"1714",177551,2018,29,17
"1715",177588,2018,29,25
"1716",177603,2018,29,5
"1717",177676,2018,29,18
"1718",177685,2018,29,12
"1719",177719,2018,29,9
"1720",177746,2018,29,9
"1721",177816,2018,29,7
"1722",177870,2018,29,7
"1723",177931,2018,29,3
"1724",177940,2018,29,18
"1725",177968,2018,29,14
"1726",177977,2018,29,12
"1727",177986,2018,29,13
"1728",177995,2018,29,13
"1729",178004,2018,29,7
"1730",178059,2018,29,14
"1731",178077,2018,29,13
"1732",178110,2018,29,11
"1733",178183,2018,29,6
"1734",178208,2018,29,18
"1735",178217,2018,29,19
"1736",178244,2018,29,19
"1737",178341,2018,29,19
"1738",178369,2018,29,16
"1739",178387,2018,29,17
"1740",178396,2018,29,17
"1741",178402,2018,29,15
"1742",178411,2018,29,18
"1743",178420,2018,29,19
"1744",178448,2018,29,23
"1745",178466,2018,29,4
"1746",178527,2018,29,12
"1747",178615,2018,29,17
"1748",178624,2018,29,22
"1749",178679,2018,29,15
"1750",178697,2018,29,14
"1751",178721,2018,29,15
"1752",178767,2018,29,10
"1753",178828,2018,29,2
"1754",178891,2018,29,11
"1755",178989,2018,29,7
"1756",179043,2018,29,14
"1757",179052,2018,29,6
"1758",179159,2018,29,9
"1759",179195,2018,29,17
"1760",179229,2018,29,7
"1761",179238,2018,29,4
"1762",179256,2018,29,5
"1763",179265,2018,29,9
"1764",179308,2018,29,19
"1765",179326,2018,29,12
"1766",179344,2018,29,14
"1767",179450,2018,29,12
"1768",179511,2018,29,10
"1769",179539,2018,29,21
"1770",179548,2018,29,11
"1771",179557,2018,29,20
"1772",179566,2018,29,21
"1773",179645,2018,29,19
"1774",179715,2018,29,21
"1775",179867,2018,29,7
"1776",179894,2018,29,12
"1777",179946,2018,29,11
"1778",179955,2018,29,10
"1779",179964,2018,29,10
"1780",179991,2018,30,21
"1781",180054,2018,30,9
"1782",180063,2018,30,7
"1783",180081,2018,30,13
"1784",180090,2018,30,13
"1785",180106,2018,30,12
"1786",180151,2018,30,14
"1787",180160,2018,30,12
"1788",180179,2018,30,14
"1789",180197,2018,30,12
"1790",180203,2018,30,10
"1791",180212,2018,30,10
"1792",180249,2018,30,12
"1793",180258,2018,30,12
"1794",180276,2018,30,12
"1795",180328,2018,30,15
"1796",180373,2018,30,11
"1797",180416,2018,30,13
"1798",180461,2018,30,19
"1799",180489,2018,30,16
"1800",180522,2018,30,15
"1801",180595,2018,30,11
"1802",180647,2018,30,8
"1803",180692,2018,30,17
"1804",180771,2018,31,6
"1805",180814,2018,31,27
"1806",180832,2018,31,18
"1807",180878,2018,31,9
"1808",180902,2018,31,14
"1809",180948,2018,31,17
"1810",180957,2018,31,9
"1811",180984,2018,31,14
"1812",181002,2018,31,11
"1813",181020,2018,31,11
"1814",181127,2018,31,12
"1815",181145,2018,31,6
"1816",181190,2018,31,8
"1817",181215,2018,31,13
"1818",181242,2018,31,20
"1819",181297,2018,31,13
"1820",181303,2018,31,14
"1821",181312,2018,31,11
"1822",181330,2018,31,16
"1823",181376,2018,31,13
"1824",181394,2018,31,15
"1825",181400,2018,31,20
"1826",181419,2018,31,5
"1827",181428,2018,31,2
"1828",181446,2018,31,10
"1829",181464,2018,31,18
"1830",181491,2018,31,16
"1831",181534,2018,31,19
"1832",181543,2018,31,7
"1833",181604,2018,31,10
"1834",181640,2018,31,12
"1835",181738,2018,31,9
"1836",181765,2018,31,15
"1837",181783,2018,31,20
"1838",181817,2018,31,13
"1839",181853,2018,31,11
"1840",181880,2018,32,16
"1841",181941,2018,32,11
"1842",182005,2018,32,23
"1843",182111,2018,32,15
"1844",182148,2018,32,8
"1845",182281,2018,32,20
"1846",182290,2018,32,19
"1847",182306,2018,32,15
"1848",182458,2018,32,10
"1849",182500,2018,32,20
"1850",182564,2018,32,17
"1851",182634,2018,33,12
"1852",182652,2018,33,12
"1853",182670,2018,33,7
"1854",182704,2018,33,15
"1855",182722,2018,33,20
"1856",182795,2018,33,12
"1857",182892,2018,33,13
"1858",182917,2018,33,7
"1859",182953,2018,33,15
"1860",182980,2018,33,15
"1861",182999,2018,33,7
"1862",183026,2018,33,24
"1863",183035,2018,33,12
"1864",183044,2018,33,19
"1865",183062,2018,33,14
"1866",183071,2018,33,10
"1867",183080,2018,33,17
"1868",183099,2018,33,11
"1869",183105,2018,33,7
"1870",183114,2018,33,5
"1871",183123,2018,33,10
"1872",183132,2018,33,9
"1873",183141,2018,33,7
"1874",183150,2018,33,9
"1875",183202,2018,33,12
"1876",183211,2018,33,12
"1877",183239,2018,33,11
"1878",183248,2018,33,8
"1879",183257,2018,33,18
"1880",183275,2018,33,9
"1881",183488,2018,34,11
"1882",183600,2018,34,8
"1883",183655,2018,34,18
"1884",183725,2018,34,13
"1885",183743,2018,34,19
"1886",183789,2018,34,15
"1887",183804,2018,34,18
"1888",183822,2018,34,14
"1889",183859,2018,34,20
"1890",183877,2018,34,23
"1891",183910,2018,34,13
"1892",183938,2018,34,23
"1893",183974,2018,34,13
"1894",183983,2018,34,18
"1895",184047,2018,34,11
"1896",184056,2018,34,14
"1897",184092,2018,34,22
"1898",184180,2018,34,17
"1899",184205,2018,34,17
"1900",184278,2018,34,6
"1901",184348,2018,34,11
"1902",184427,2018,34,15
"1903",184481,2018,34,22
"1904",184506,2018,34,14
"1905",184603,2018,34,13
"1906",184612,2018,34,13
"1907",184694,2018,34,13
"1908",184746,2018,34,12
"1909",184773,2018,34,12
"1910",184782,2018,34,17
"1911",184791,2018,34,29
"1912",184816,2018,34,13
"1913",184870,2018,34,22
"1914",184959,2018,34,11
"1915",184968,2018,34,9
"1916",184995,2018,34,24
"1917",185129,2018,34,13
"1918",185174,2018,34,5
"1919",185262,2018,34,17
"1920",185332,2018,34,27
"1921",185396,2018,34,30
"1922",185466,2018,34,25
"1923",185509,2018,34,17
"1924",185536,2018,34,23
"1925",185572,2018,34,13
"1926",185590,2018,34,17
"1927",185651,2018,34,10
"1928",185679,2018,34,10
"1929",185721,2018,34,12
"1930",185767,2018,34,24
"1931",185828,2018,34,17
"1932",185873,2018,34,25
"1933",185970,2018,34,15
"1934",186016,2018,34,15
"1935",186034,2018,34,19
"1936",186052,2018,34,18
"1937",186131,2018,34,5
"1938",186186,2018,34,15
"1939",186201,2018,34,16
"1940",186274,2018,34,15
"1941",186283,2018,34,10
"1942",186371,2018,34,15
"1943",186380,2018,34,16
"1944",186399,2018,34,16
"1945",186405,2018,34,5
"1946",186423,2018,34,7
"1947",186432,2018,34,14
"1948",186469,2018,34,14
"1949",186584,2018,34,13
"1950",186593,2018,34,14
"1951",186618,2018,34,11
"1952",186645,2018,34,19
"1953",186867,2018,34,11
"1954",186876,2018,34,17
"1955",186900,2018,34,11
"1956",187000,2018,34,25
"1957",187046,2018,34,15
"1958",187134,2018,34,13
"1959",187198,2018,34,25
"1960",187444,2018,34,14
"1961",187505,2018,35,20
"1962",187532,2018,35,23
"1963",187596,2018,35,12
"1964",187620,2018,35,22
"1965",187639,2018,35,18
"1966",187648,2018,35,17
"1967",187666,2018,35,22
"1968",187745,2018,35,8
"1969",187897,2018,35,14
"1970",187903,2018,35,15
"1971",187912,2018,35,16
"1972",187958,2018,35,27
"1973",187967,2018,35,8
"1974",187976,2018,35,24
"1975",187985,2018,35,17
"1976",187994,2018,35,18
"1977",188003,2018,35,17
"1978",188021,2018,35,17
"1979",188030,2018,35,17
"1980",188049,2018,35,32
"1981",188058,2018,35,12
"1982",188100,2018,35,15
"1983",188137,2018,35,13
"1984",188182,2018,35,14
"1985",188216,2018,35,18
"1986",188225,2018,35,23
"1987",188261,2018,35,18
"1988",188289,2018,35,8
"1989",188304,2018,35,15
"1990",188340,2018,36,14
"1991",188429,2018,36,12
"1992",188438,2018,36,16
"1993",188517,2018,36,10
"1994",188526,2018,36,9
"1995",188641,2018,36,11
"1996",188650,2018,36,18
"1997",188669,2018,36,3
"1998",188678,2018,36,8
"1999",188687,2018,36,22
"2000",188696,2018,36,18
"2001",188854,2018,36,9
"2002",188890,2018,36,15
"2003",188915,2018,36,6
"2004",188942,2018,36,15
"2005",189088,2018,36,9
"2006",189097,2018,36,9
"2007",189219,2018,36,14
"2008",189228,2018,36,22
"2009",189255,2018,36,15
"2010",189264,2018,36,3
"2011",189273,2018,36,14
"2012",189282,2018,36,7
"2013",189404,2018,36,7
"2014",189413,2018,36,20
"2015",189468,2018,36,15
"2016",189477,2018,36,19
"2017",189547,2018,36,20
"2018",189556,2018,36,11
"2019",189565,2018,36,12
"2020",189574,2018,36,13
"2021",189583,2018,36,13
"2022",189592,2018,36,10
"2023",189705,2018,36,12
"2024",189714,2018,36,12
"2025",189811,2018,36,17
"2026",189839,2018,36,23
"2027",189848,2018,36,10
"2028",189857,2018,36,32
"2029",189954,2018,36,9
"2030",189990,2018,36,30
"2031",190008,2018,36,2
"2032",190044,2018,36,14
"2033",190053,2018,36,15
"2034",190071,2018,36,4
"2035",190099,2018,36,9
"2036",190114,2018,36,10
"2037",190150,2018,36,6
"2038",190169,2018,36,17
"2039",190239,2018,36,21
"2040",190248,2018,36,10
"2041",190318,2018,36,20
"2042",190372,2018,36,6
"2043",190415,2018,36,9
"2044",190442,2018,36,19
"2045",190451,2018,36,5
"2046",190503,2018,36,18
"2047",190512,2018,36,18
"2048",190521,2018,36,26
"2049",190530,2018,36,20
"2050",190549,2018,36,16
"2051",190558,2018,36,18
"2052",190567,2018,36,14
"2053",190576,2018,36,7
"2054",190585,2018,36,21
"2055",190594,2018,36,13
"2056",190600,2018,36,17
"2057",190619,2018,36,22
"2058",190628,2018,36,24
